track,artist,uri
The Audience Is Listening,Steve Vai,spotify:track:2KjUp5M2Y0KnOo1BIto101
The Authority Song,John Cougar Mellencamp,spotify:track:0DbODkAJQ0ErNPTy3ir86p
The Ax Will Fall,Steve Vai,spotify:track:1BpMzIbVYhLfXTQe7ob2sY
The Background,Third Eye Blind,spotify:track:5n8EO9QJbmQLtQd8MAvrOg
The Badge,Pantera,spotify:track:3HO3nXKWRhvkibVvsONrle
The Ballad Of Bill Hubbard,Roger Waters,spotify:track:5VxN6Xymsi6jDEZIEv3tJD
The Ballad of Chasey Lane,Bloodhound Gang,spotify:track:3XVvQmIbO8GvDxzIjKVIgP
The Ballad Of Curtis Loew,Lynyrd Skynyrd,spotify:track:6PPhp1qpAjLUxQr75vSD4H
The Ballad of Danny Bailey,Elton John,spotify:track:6376udcVByOCGHmiJ9kijq
The Ballad Of Dorothy,Prince,spotify:track:50dZasDF6TjJDdT0GLgF45
The Ballad of Jessee James,Bob Graham,spotify:track:57L7FZBBTvxSfWLnaqhyHD
The Barbarian,Emerson Lake And Palmer,spotify:track:5AkhnDqC2yZABJ3uYVk9bV
The Bard Dance,Enya,spotify:track:4JpHhe1ceKPXXCzh6MME2y
The Bards Song,Blind Guardian,spotify:track:7xPGvZaG9W7UOrCgEwbONe
The Bards Song In The Forest,Blind Guardian,spotify:track:7xPGvZaG9W7UOrCgEwbONe
The Bards Song The Hobbit,Blind Guardian,spotify:track:5EWTlqdS3kHDgMleJchFLD
The Barry Williams Show,Peter Gabriel,spotify:track:4Revx87ki4pQZiYTEgq9Wn
The Battle,Steve Vai,spotify:track:1BpMzIbVYhLfXTQe7ob2sY
The Battle For Evermore,Led Zeppelin,spotify:track:3gyroWpKKzkVkOhLJ57Tv5
The Battle Hymn Of The Republic,4th Of July,spotify:track:0Q3dQJKB60r2PSwnxqsAQy
The Battle Of Epping Forest,Genesis,spotify:track:3nhVfuweeVgS7Yr0Pd9Dgz
The Battle Of Who Could Care Less,Ben Folds Five,spotify:track:3W3FmqNok3AtBOk1wL72jQ
The Battle Rages On,Deep Purple,spotify:track:2TnrGC5A8Gj2ToNaUXP0qA
The Beast Of Love,Steve Vai,spotify:track:10jQSoGLBa8iWGxI5Z300y
The Beat Goes On,Cher,spotify:track:6WIh0P8aupqSHeqUULThF0
The Beautiful Ones,Prince,spotify:track:1BNtFSws7fjbn9aVBPA79j
The Beds Too Big Without You,Police,spotify:track:3PfBnnkOf0LbCw2jixUCQG
The Beginning,Windir,spotify:track:509n9oX37fCWefONr6Izle
The Bell Witch,Mercyful Fate,spotify:track:5hwKzqGeSIQQdunoktuTkY
The Bells Are Ringing,They Might Be Giants,spotify:track:2Dmh2bvpOuu6Pe3qWaNH0H
The Beloved,Anathema,spotify:track:3nBogzZhTgrpBSZPXO37lu
The Bends,Radiohead,spotify:track:7oDFvnqXkXuiZa1sACXobj
The Bends (2),Radiohead,spotify:track:7oDFvnqXkXuiZa1sACXobj
The Best Damn Thing,Avril Lavigne,spotify:track:7lmX3dD2Xy13Jo1oCTR4ot
The Best Is Yet To Come,Scorpions,spotify:track:4Fw2KBPSaSoZgmqwtqrGIl
The Best Of Me,Mya,spotify:track:4Kqo0BQ95y8qdEe6hhTbOl
The Best Of Me,Bryan Adams,spotify:track:4mZUm3WcqvuhilgpxRVPe7
The Big Bang Theory,Tv Themes,spotify:track:5rDixFi9MmO8AiLudYWnVS
The Big Bang Theory,Barenaked Ladies,spotify:track:5FCPN8g30PRH7lLgxDh9LQ
The Big Bang Theory (2),Barenaked Ladies,spotify:track:7xVsSZyMzIygW1nDFJjBsz
The Big Bang Theory (Better Version),Tv Themes,spotify:track:5rDixFi9MmO8AiLudYWnVS
The Big L,Roxette,spotify:track:3Me4YCKqNWLXZXl0CN3trv
The Big Machine,Pain Of Salvation,spotify:track:19k0sEcvskqi4iGutLAE25
The Big Sky,Kate Bush,spotify:track:50T7xShSIGpOKvpyVahSAx
The Big Welcome,W.A.S.P.,spotify:track:0SHI4YkPpxH967m4LVBApW
The Bird-serpent War Cataclysm,Symphony X,spotify:track:0cW4efz4Weq46cpssSHyde
The Black Forest (Song For Germany),Steve Vai,spotify:track:70OGGAKPWmc3CEoYxQ9MdO
The Black Pearl,Pirates Of The Caribbean,spotify:track:1NXEFrRAixxUmKxRymCNQ9
The Blame,Highway 101,spotify:track:7MQIGbAaQREucvxODk0aTJ
The Blind House,Porcupine Tree,spotify:track:40kH15dNnJA0I4SdJXJJe8
The Blister Exists,Slipknot,spotify:track:3q7GKmKaiktt57PVIxKOm8
The Blister Exists (2),Slipknot,spotify:track:5lNzRIqoV7D6Cbvv7qNJLK
The Blood And Tears,Steve Vai,spotify:track:0LHWSnQKGdQtK3MPYwG9mv
The Blood The Sweat The Tears,Machine Head,spotify:track:2zETdkc5Wm23NLHEWDillV
The Blood The Sweat The Tears (2),Machine Head,spotify:track:4PClM2YTtk3jUR6LUFrtdT
The Blue Chip Bop,Accoustic Alchemy,spotify:track:4svlVMZPC1a3UCaCZyeo3I
The Blue Terrors Of Lawns,Moby,spotify:track:1hEh8Hc9lBAFWUghHBsCel
The Bold Grenadier,IQ,spotify:track:7MkckZkweramLmMn6xQhhj
The Bonny Swans,Loreena McKeenitt,spotify:track:5fVaFax3O466FWdTZgkfdv
The Book Of Love,Peter Gabriel,spotify:track:1FWb85YwO1Id4QTswEdTn6
The Boss,Pulp,spotify:track:7t1kmj23KgGlHLcNCIR9YH
The Bottom Line,Depeche Mode,spotify:track:6LKLLL386vnsKAqixFWH4O
The Boy From Seattle,Steve Vai,spotify:track:6pfgRF6cCudEYBqFGRPzFP
The Boy Is Mine,Brandy,spotify:track:4cdeheJgC5gWcP3ICcRzrO
The Boy Who Destroyed The World,A F I,spotify:track:1tIU0rQ71ARYm2dWN5RcgY
The Boy With The Thorn In Is Side,Smiths,spotify:track:6s1lXoCa6EmIGnr0GrwcJp
The Brady Bunch Movie,Movie Themes,spotify:track:1bDY3zLAvlVeg5tM39MLbl
The Bravery Of Being Out Of Range,Roger Waters,spotify:track:6V68yq9sUWEpQ7HFFWhghp
The Brazilian,Genesis,spotify:track:7s4hAEJupZLpJEaOel5SwV
The Brews,NOFX,spotify:track:4khRfibu32AGybm3FmGzk0
The Bridge,Neil Young,spotify:track:1PqEv0mtCh7iHn51PbzXJU
The Bronze,Queens Of Stone Age,spotify:track:4qPKQzKZbV3aSYXDYV5uqr
The Brothers Cup,Red Hot Chili Peppers,spotify:track:0Lquf1mT5AdDghneA1HqNm
The Bug,Dire Straits,spotify:track:6wnCJqUzFMwqEHs05NgVxr
The Burning Red,Machine Head,spotify:track:2zETdkc5Wm23NLHEWDillV
The Burning Red (2),Machine Head,spotify:track:6I1TUZcHHhcFfI2GNfXcYU
The Burning Red (3),Machine Head,spotify:track:6I1TUZcHHhcFfI2GNfXcYU
The Caissons Go Rolling Along,4th Of July,spotify:track:0qB05rRGlvl8xvVmv8hYfz
The Call,Backstreet Boys,spotify:track:1mxTCArq9EhSg4QPGqhjhT
The Call Of Ktulu,Metallica,spotify:track:53aVMHWjpz7gB2wGtAv3lD
The Calm Before The Storm,Pet Shop Boys,spotify:track:3mPO1NCxQtP4YQ5GYyIiN2
The Candle,King Diamond,spotify:track:5OZkSCx7kZuBgrYTgP65nY
The Carpenter,Nightwish,spotify:track:5RokpN2o7RP6ID8sCqEu72
The Cat Came Back,Halloween,spotify:track:47mQPptVO1cU3nRlW48mLn
The Cause,NOFX,spotify:track:5b2RQDbNlMt7DE8cuv0hsC
The Cause Heads,Steve Vai,spotify:track:2Tg1cTAuc8TxLm4L4PO0tA
The Celestials,Smashing Pumpkins,spotify:track:5hueioKtEJ6GfBvj1JyTH9
The Chain,Fleetwood Mac,spotify:track:5e9TFTbltYBg2xThimr0rU
The Chainsmokers - Closer (loop) (by: SF 360 Productions),Artists / Bands,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw
The Chair,69 Eyes,spotify:track:7Fu0bOoKhtFMsWX96Ksy3V
The Chair,69 Eyes,spotify:track:7Fu0bOoKhtFMsWX96Ksy3V
The Chamber Of 32 Doors,Genesis,spotify:track:3rqJRvE3ygq2QvL6IPnd1Z
The change,Garth Brooks,spotify:track:7BUyJSMHiGYTPfr4dMuAQf
The Chauffer,Duran Duran,spotify:track:4kZOi9K2i06Syi2DiSfEqT
The Chronicle Of Life And Death,Good Charlotte,spotify:track:2pnx17GVivDag4E9Sg94VD
The Cinema Show / Aisle Of Plenty,Genesis,spotify:track:3WBXyS9Isg4aQBPCuX2GwL
The City Put The Country Back In Me,Neal McCoy,spotify:track:2c4Vmzuy4K71pbKToENj5h
The Clansman,Iron Maiden,spotify:track:6FwkQG8M86xkRqF5CZFxoe
The Clap,Yes,spotify:track:4jPBOLovjf8w66PyTIhq26
The Climb,Miley Cyrus,spotify:track:5x5JM1BSB6vollcIzDocqT
The Clincher,Chevelle,spotify:track:3tQ6LmYZeoJ4dwkZ3IGoSj
The Closer I Get To You,Roberta Flack,spotify:track:1UdoFJDUHWu4oWH5JlwmDP
The Closing,Silverchair,spotify:track:6LdS5SOv2M5XJicqvKo4e7
The clown,Conway Twitty,spotify:track:5PW8T9npaOgKvcNWjbtS3L
The Colony Of Slippermen,Genesis,spotify:track:5tkNPFDbIuMT6QoV9wUDX1
The Communards - Don't Leave Me This Way,Artists / Bands,spotify:track:0ire4j2mcGovF5JA1D2cTp
The Concept,Cranberries,spotify:track:3DevahRrIHzp0hVF7Rh11Z
The continuing story of Bungalow Bill,Beatles,spotify:track:5Z3Rd1fMcaty8g5Pn7yhBQ
The Couch,Alanis Morissette,spotify:track:1iCXSJEysq65wQMkOS8uAs
The Count Of Tuscany,Dream Theater,spotify:track:2GV41X8idjOWKpKwUKIDJ6
The Court Of The Crimson King,King Crimson,spotify:track:6449MGBbwyoMQP7guxZQSQ
The Coward Of The County,Kenny Rogers,spotify:track:0JkIre0YxNmKGMU5V7ZiDx
The Crawling Chaos,Rage,spotify:track:0U5w5pulBlD9Mv5lKiCZyT
"The Crow, The Owl And The Dove",Nightwish,spotify:track:4FxeJ4zsDQfzTrYxaQNduC
The Crowd,Operation Ivy,spotify:track:61IleSdrblmDh7DyGZdUL8
The Crusher,Ramones,spotify:track:42mTeKUrRjTEzvyLBzZ4Mm
The Cry Of Mankind,My Dying Bride,spotify:track:11Q5n9PmpRQbbblwHygugt
The Cry Of Mankind (Live),My Dying Bride,spotify:track:0L7FiYC1oRZMfw3Kmgfinb
The Crying Machine,Steve Vai,spotify:track:45H4bWKkA4LsZcaTHZhcfM
The Curse,Audioslave,spotify:track:3l788hdILZbf6WybWxGm28
The Curse Of Feanor,Blind Guardian,spotify:track:6q3f62KMFutTKWVy7EbhtF
The Cuss Word Song (Rusty Cage),Artists / Bands,spotify:track:16HZBjVMVbBPBOXRJqSZ44
The Damnation Game,Symphony X,spotify:track:7Iu18KSl1uep3EXOqutoSl
The Dance,Garth Brooks,spotify:track:5YryTlvhs7CLMpA0zjXiVB
The Dance,Within Temptation,spotify:track:5ZQkQcvzAkdvoPpTjUV2sp
The Dance Of Eternity,Dream Theater,spotify:track:7FTf3bJuCq5UYHjUwggKNB
The Dark Eternal Night,Dream Theater,spotify:track:0wTbEA8Rdbb6OuWslcS8QW
The Dark Side,Muse,spotify:track:0dMYPDqcI4ca4cjqlmp9mE
The Darkest Hour,IQ,spotify:track:5d824EeBWixJ7ZXXiPZznM
The Day Before You Came,ABBA,spotify:track:6W26h4KbGUnEaav5VWIyJm
The Day I Tried To Live,Sound Garden,spotify:track:4oorOzJHELC0DONMbCOjOn
The Day The Dead Walked,Six Feet Under,spotify:track:3ZoiVXyWmztxrw0VhcmnAO
The Day The Lights Went Out,Genesis,spotify:track:2MiXC2LfpsoeUP5RvMGEQ3
The Day The World Went Away,Nine Inch Nails,spotify:track:44sz0rNbTA687rs9CYi0IN
The Day We Find Love,911,spotify:track:1aqGEA5h6OyeTOjamOqQdB
The Days,Avicii,spotify:track:0ct6r3EGTcMLPtrXHDvVjc
The Days Of The Phoenix,A F I,spotify:track:3Mj7bfpdiFM11WJ6nAnTvD
The Death Of Balance,Symphony X,spotify:track:1FNRyZwdt4FCLwqeVGSgxx
The Death Song,Marilyn Manson,spotify:track:1w78e0reuMtEfkeWcSsNlf
The Deathless Horsie,Frank Zappa,spotify:track:4cTqAQt3uGuzTBK6URPYYN
The Decline,NOFX,spotify:track:2Wm84PF0DHyRQx79Lj9NwI
The Deeper The Love,Whitesnake,spotify:track:2ob8pbXBJps32lSVKY25zd
The Defender,Unleashed,spotify:track:5kes2ZJw3qvNBAA4gyzGg6
The Denial Twist,White Stripes,spotify:track:4Hzg7Hcqo2aUooTQ0pnBYC
The Despair Factor,A F I,spotify:track:2d0qrQLyyVtEG6EGKiwF0s
The Desperations Gone,NOFX,spotify:track:4ura5pqFYsLbv5krHtRwla
The Diary of Jane (2),Breaking Benjamin,spotify:track:5xUTiu9NGjrhVNYuTl0Wzo
The Diary of Jane (3),Breaking Benjamin,spotify:track:0faXHILILebCGnJBPU6KJJ
The Dimwit Zone,Tv Themes,spotify:track:2LiRSoOa7dl6RK3qjznA5v
The Disco Before The Breakdown,Against Me,spotify:track:68wTil1uHTdwECt0ffTIEg
The Disco Strangler,Eagles,spotify:track:78U90p4TcobvI6uutxiVd9
The Distance,Bon Jovi,spotify:track:58gjJAthsStlkYJS05dET9
The Distance,Cake,spotify:track:0xMEF2WiqKWTIG7Krjungw
The Distance (2),Cake,spotify:track:1g3RWjQBif2nuv3QnFPZTF
The Divine Wings Of Tragedy,Symphony X,spotify:track:6pStbAcWY0MndSKyJQl4Lc
The Doctor Is Calling,Megadeth,spotify:track:2u4BDaJnmZbRf9zZsYUvom
The Dogs Of War,Pink Floyd,spotify:track:4ggDbvTME5EAso1xfGX2M0
The Domestic Fucker Family,Dir En Grey,spotify:track:2haTLKEKrqhQglQu7xMjhF
The Door,Silverchair,spotify:track:58nHFSWj5N5JxNtWgS85TL
The Door Outside Seeing,Beyond,spotify:track:6Z1yxLp8g5ElmJNZJpVywf
The Dreadful Hours,My Dying Bride,spotify:track:1YB4yRGo38OTql31aBYw9w
The Dream Is Over,Van Halen,spotify:track:0gx2thX22hpMDq4ByTcEvN
The Dreaming Tree,Dave Matthews Band,spotify:track:16hZ20wayA08GYrNGIEMys
The Drop,Peter Gabriel,spotify:track:5s88fzkTXwW7w2udSO4g6s
The Drugs Don't Work,Verve,spotify:track:5v4ebeEZ149MxMyg6FW3QA
The Eagle Will Rise Again,Alan Parsons Project,spotify:track:34hgfKMZNmdoSEqWg9JH9a
"The Ecstacy of Gold (The Good, The Bad and The Ugly)",Movie Themes,spotify:track:0hKMWhr0ggiCRcFwecgnrt
The Edge Of Forever,Symphony X,spotify:track:6yAKldcoUcFHUgNcwmyaie
The edge of glory,Lady GaGa,spotify:track:2czFLpyTY6qDSGPCUx3pB1
The Edge Of Heaven,Wham!,spotify:track:5AhRNIjYPBleR1lfHphcrE
The Eldar,Blind Guardian,spotify:track:6Lpk1pDvWTzNAzaT5ll5j4
The Electric Co,U2,spotify:track:7sSdgidO7APGUdad4Ssw0L
The Emittence Of Cowards,Battleaxe,spotify:track:2t1SR1YLGHMb6SXNI22cZq
The Empire Strikes Back Medley,Star Wars,spotify:track:7MF65AqDBaBfbPcs3he7SQ
The End,Beatles,spotify:track:5aHHf6jrqDRb1fcBmue2kn
The End,Doors,spotify:track:5UgT7w6zVZjP3oyawMzbiK
The End Has No End,Strokes,spotify:track:0dy6iXYIF0piirySAzCBwF
The End Is The Beginning Is The End,Smashing Pumpkins,spotify:track:5VlpMFbttUSs8XGzfiRUTJ
The End Is The Beginning Is The Is The End,Smashing Pumpkins,spotify:track:5VlpMFbttUSs8XGzfiRUTJ
The End Of All Things To Come,Mudvayne,spotify:track:3ZmoNcfUzmv4akxdbddGrp
The End Of Asia,Yellow Magic Orchestra,spotify:track:2e0G8QtWXOciCm7Fx2PonF
The End Of Innocence,Symphony X,spotify:track:4i3E8TCZc97xLu5pjVQnch
The End Of The Line,Offspring,spotify:track:6ALEjMppAt6fgpdRkh91zS
The End of the Tour,They Might Be Giants,spotify:track:7weJvvs6qsHN7SpFZpgggz
The End of the World,Brenda Lee,spotify:track:6en4NMn5Mac3lqJKNxUdaz
The End Of The World,Carpenters,spotify:track:1zxxbq3UMRXIo4i82MFmjY
The Endless Enigma,Emerson Lake And Palmer,spotify:track:0Ul6E6b85eErRqFDgJS1Mh
The Enemy Is You,Elliott Smith,spotify:track:7jO4SqBeUJXa5vJiRvw5WM
The Enemy Smack,IQ,spotify:track:3SFLs005xmUIrlz41rVs6l
The Escapist,Nightwish,spotify:track:4FE9Qub3sE8KBG26teQJ1h
The Eternal Idol,Black Sabbath,spotify:track:1o9QnZbISGYDWop1K3Hr3m
The Everlasting Gaze,Smashing Pumpkins,spotify:track:4EhbLHYOXzEoPmOfaVoIIW
The Everlasting Gaze (2),Smashing Pumpkins,spotify:track:4EhbLHYOXzEoPmOfaVoIIW
The Ex,Billy Talent,spotify:track:3jWDmHuavtCg9bkUZgctUy
The exodus song,Richard Clayderman,spotify:track:6Q8OHfA37mFpvXyNMVLgbj
The Exorcist,King Diamond,spotify:track:4cHxOCkcWTFht6ibPCsXGZ
The extra mile,Laura Pausini,spotify:track:7J36PuUQOAFxrQOw1TsiKJ
The Eyes Of Medusa,Symphony X,spotify:track:3WesWrc2y1ikJPiFIFCEhE
The Fairy Fellers Master-stroke,Queen,spotify:track:12LhScrlYazmU4vsqpRQNI
The Fake Sound Of Progress,Lostprophets,spotify:track:1hX6J8w1PMaTmQfFSHBT8e
The Fall Of Adam,Marilyn Manson,spotify:track:4WZBC6Psm4AfPmKD4qUiIA
The Fallen,Franz Ferdinand,spotify:track:4jmwrforqDiwPyUkbegXHZ
The Fallen Interlude,Blink 182,spotify:track:1ETSQb9d7rKN9JPur7w2MU
The Fame,Lady GaGa,spotify:track:3HhAZV8ngUOOt4eUHovhud
The Fame,Oasis,spotify:track:73CQoYI79fI5Dojz4IGNBW
The Family And The Fishing Net,Peter Gabriel,spotify:track:4SEon3uei27uKZvTJ7WXns
The Family Ghost,King Diamond,spotify:track:1ym2cqRaG6xCZCZR8293v7
The Famous Polka,They Might Be Giants,spotify:track:199TsYdWTxKoq6vCnjNJ89
The Farm,Aerosmith,spotify:track:3TuNmvSbj4HUJb1T7n19CJ
The Fastest Longest Line,NOFX,spotify:track:30SzXWiAjsT9w0dpCF9sJQ
The Fear,Pulp,spotify:track:4U6Cr9BFqSLMELIcms23CP
The Fear,Lily Allen,spotify:track:7lIyBKp2KX7ABDjDfo9EtL
The Fear (2),Pulp,spotify:track:4U6Cr9BFqSLMELIcms23CP
The Fever Sea,My Dying Bride,spotify:track:4r58HBMQfKJnf2AXza8TxE
The Fight Song,Marilyn Manson,spotify:track:6pfdW2NouUI3ZnugM7r0G0
The Fight Song (2),Marilyn Manson,spotify:track:2rZq0fV0i8vz5WmjZzznpv
The Final Command,Slayer,spotify:track:1hxRYWApbzvGOXeDdw1Wkv
The Final Product,Nevermore,spotify:track:0CeftCcYo4QV6W9AbWpZ3A
The Final Slowdance,MXPX,spotify:track:2AbcamQPTsHJruPc1DDSxP
The first hurt,Floyd Cramer,spotify:track:3FZUH3FJUsobrHt9Q5Uf9A
The First Noel,Christmas,spotify:track:5yTtEYNfxm3IzKFwZmt7MB
The First Song,Repulsion,spotify:track:2M7pPZFcm66aBAHj8zPEPX
The First Time I Ever Saw Your Face,Celine Dion,spotify:track:6J2Ge1GVQaL8kV9LTeB2m5
The Fish (Shindleria Praematurus),Yes,spotify:track:6VGX9kEqcMZfAzfETmSn9h
The Flame,Cheap Trick,spotify:track:528CAH5pTLq86oZ52fHifA
The Flood,Take That,spotify:track:2a3U3GTCvrcma7wetBtOpi
The Fly,U2,spotify:track:4nBln1vXTHnJzXvNgvXyIA
The Fog,Kate Bush,spotify:track:7a4LRyzU9p3w1ULVcZSeFl
The Fool On The Hill,Beatles,spotify:track:6rHh8urosEFRI67xVa6fzU
The Forbidden Zone,Misfits,spotify:track:5VIrpNXjaOTI4Lj6aWotrO
The Forgotten,Green Day,spotify:track:1Of1g1PMt1wKW1L4Te6oDM
The Fortune Teller,Martyr,spotify:track:0xUG79HyxZLtxL3jAPBAAp
The Foundation,Xzibit,spotify:track:5aRgtLBY5fYQ0RwTDvEYX1
The Fountain,Rush,spotify:track:59VlwBBWgPPKBOg42ZVzOT
The Fountain Of Salmacis,Genesis,spotify:track:28ZKFPssg1TAgVVw8GKDRJ
The Four Horsemen,Metallica,spotify:track:2YTwVDQOSGclX2N3AKetOP
The Four Seasons,Paul Gilbert,spotify:track:57ctGLtp2RlKv5SHDn8i6f
The Fourth Legacy,Kamelot,spotify:track:6nKZ4vdDoDkvaW8gPB5zr7
The Fragile,Nine Inch Nails,spotify:track:55Ilqi0tkzElAOqDPixuDU
The Fugitive,Iron Maiden,spotify:track:3RMlIPEzFLbcEQwUFw2VA5
The Full Bug,Van Halen,spotify:track:1zA5JRSs1lg3IpzZzmI4WL
The Furor,AC DC,spotify:track:6ijCRYmsTbeOWp4qEgl9e0
The Future Never Dies,Scorpions,spotify:track:4O9w9kufIaWXCOzKzzInmw
The Gallery,Muse,spotify:track:2b7lgdr7kkAnsyAJ1Tdp2V
The Gambler,Kenny Rogers,spotify:track:2UxsheRAhkY8R0TYJNqvpJ
The Game,Disturbed,spotify:track:4kpywGFDailKERiDjFUw5Y
The Game Of Life,Scorpions,spotify:track:4Nr0M2nvEaiXnKcWbqV6P4
The Gangsta The Killa and The Dope Dealer,West Side Connection,spotify:track:6iGSLWmAj6E4GGnSzLxBJf
The Garden,Guns N Roses,spotify:track:7dbNC7CvnkAxrMOFDwdqn8
The Garden,Rush,spotify:track:6CRNYiqBld7XK4plDLk3lL
The Ghost Of Myself,Pet Shop Boys,spotify:track:018PATyQFHpXK1jxeTOKSa
The Ghost Of Tom Joad,Rage Against The Machine,spotify:track:3CCf4QWbFngXoIO1cLTj1L
The Ghost Of Tom Joad,Rage Against The Machine,spotify:track:3CCf4QWbFngXoIO1cLTj1L
The Ghost Of Tom Joad,Bruce Springsteen,spotify:track:4RaxnzmTN4bojbbEYtvXjk
The Ghost Of You,My Chemical Romance,spotify:track:1yKAqZoi8xWGLCf5vajroL
The Ghost Of You (2),My Chemical Romance,spotify:track:1yKAqZoi8xWGLCf5vajroL
The Gift,Seether,spotify:track:4s6Z9KXVSnTKLawbYRzAhA
The Gift (2),Seether,spotify:track:3wDmyCLl1BxuwqOE1PSgra
The Girl All The Bad Guys Want,Bowling For Soup,spotify:track:0KqyBk4aVT88TEqBIC8mAP
The Girl Cant Help It,Little Richard,spotify:track:6X9d988iz9TwC6wPPL1woB
The Glass Prison,Dream Theater,spotify:track:4IuVWyD0fgFvX6V5CL0mHC
The Gloaming,Radiohead,spotify:track:3qhLTNphwAepIyHJF9ZMv0
The Globalist,Muse,spotify:track:6BGxbBw5J314z6BDxbEanm
The Gnome,Pink Floyd,spotify:track:1GqRmuG89ILDLcuAdcli6r
The Go Slow,Biffy Clyro,spotify:track:71NjNp3P0gjIW2PJPmbVTt
The God Master,Massacration,spotify:track:2J57pj1soqdlmoIG2nPr87
The God That Failed,Metallica,spotify:track:7tyc1pcOE4FOVIQTBzvxeF
The Godfather Theme,Guns N Roses,spotify:track:1wHjzlDCHmfG13zNmy9bxa
The Gold Bug,Alan Parsons Project,spotify:track:5IahL4vS4M6KXVKZuohVzX
The Golden Age,Beck,spotify:track:1bGas968flWbyqIdVqlHt4
The Golden Age Of Grotesque,Marilyn Manson,spotify:track:5P13mfqn9o3ToFPTxowEgO
The Golden Road To Unlimited Devotion,Grateful Dead,spotify:track:40cdYBK4PiHaV0BbkWKtIb
The Good,Garth Brooks,spotify:track:1I1KFuVf7qXiDfRtyKUo6k
The Good Die Young (Ft T Turunen),Scorpions,spotify:track:2a29hcaZHQu1hQGeObMPuP
The Good Life,Weezer,spotify:track:0UAotPbpW9AlsJmnoAuEcA
"The Good, The Bad and The Ugly (Main Theme)",Movie Themes,spotify:track:6NtDrl8xEUx3dwZGzBbkdb
The Grand Parade Of Lifeless Packaging,Genesis,spotify:track:20QdTqJf8gjKMlzcIbdbGU
The Great Beyond,R.E.M.,spotify:track:7w57O4o0xCTn9YpKuaPZDd
The Great Debate,Dream Theater,spotify:track:5gMXkzUD1dmxmSPX7KTqLy
The Great Defenders,4th Of July,spotify:track:3z7TcUeCw4ZUyMje21sgKq
The Great Disappointment,A F I,spotify:track:6WH4dS4OQDVNBC8zhJjdWr
The Great Houdini,New Found Glory,spotify:track:5LDH375qvKSNpuCZVjW02P
The Great Southern Trendkill,Pantera,spotify:track:5t8sFMJ2aQaHqLnrAd4Q40
The Great Wall,Beyond,spotify:track:47Oiz3ZOwjslJmTxsQkJlK
The Greatest Cowboy of Them All,Johnny Cash,spotify:track:4mh6S2xnO1vszvFJHUNoCs
The Greatest Discovery,Elton John,spotify:track:5fu9YG9jdKY8HdHHTlxAoW
The Greatest Fall (Of All Time),Matchbook Romance,spotify:track:5YqQVFk5hpiNiylq4uN4Mp
The Greatest Man I Never Knew,Reba McEntire,spotify:track:43z33yJDu1dCyE50sPzErp
The Greatest Show,Insane Clown Posse,spotify:track:2nKZMOEvOyTViP09HxBfXx
The Greatest View,Silverchair,spotify:track:1uNxBzCKlBH5NfACmZraRH
The Greeks Dont Want No Freaks,Eagles,spotify:track:32DN4R5owcwqs7I4kPFfl3
The Green Manalishi,Judas Priest,spotify:track:6U63nKrxHvM76KOa6kpyfq
The Greeting Song,Red Hot Chili Peppers,spotify:track:5HYKskVhty99c7Txyydwmp
The Grid,Daft Punk,spotify:track:2tRWMCijEFsGPDxBgHxHre
The Grid,Daft Punk,spotify:track:2tRWMCijEFsGPDxBgHxHre
The Groove,Muse,spotify:track:4370odM95PErS5m77VIIuO
The Grouch,Green Day,spotify:track:3N5wUrnulGRc9LLSz0rQFb
The Ground Beneath Her Feet,U2,spotify:track:7wYhWdHm4mSuLClftdcQjt
The Grudge,Tool,spotify:track:6ZsZxNP4Iwdyp3kd5oFFQN
The Grudge (2),Tool,spotify:track:6ZsZxNP4Iwdyp3kd5oFFQN
The Guitar,They Might Be Giants,spotify:track:1T8HX7A9ZdUtCHh1fZaLij
The Guitar Was The Case,They Might Be Giants,spotify:track:3bXaz5UDNc6e352r0jFIK7
The Gunners Dream,Pink Floyd,spotify:track:1057KuzIH4fWCyI5Gb5kX2
The Gypsy,Deep Purple,spotify:track:3I0S6fO1aypYu55X3M2cHL
The Hand That Feeds,Nine Inch Nails,spotify:track:4L5r9XNiWJ7cbqcIiNvVes
The Hand That Rocks The Cradle,Smiths,spotify:track:4Xgswinq80oMl4a0xhBMWT
The Handler,Muse,spotify:track:6xq3Bd7MvZVa7pda9tC4MW
The Hands Of Time,Stratovarius,spotify:track:24i03jSfPa8opmWr9lWjfP
The Hands That Built America,U2,spotify:track:7hRUNxIQQL6vEpMVhK3pcR
The Hands Youre Holding Now,Marty Robbins,spotify:track:7ydN6k1pLu6GRJsJpFXnYu
The Handshake,Bad Religion,spotify:track:53Eo0meGsfxXQFPaMViLra
The Handshake (2),Bad Religion,spotify:track:7AwdRJX7WXO6m792aT0rW0
The Hanging Garden,Cure,spotify:track:4aiCy98MqryFBPOKN8e9GP
The Happening,Supremes,spotify:track:2SusUbsUQnw8OJDq56ZMbE
The Happening,Pixies,spotify:track:6fetC4AB4bhxS52ULY59Tl
The Happiest Days Of Our Lives,Pink Floyd,spotify:track:2O3l4X1yTua8oMMCtazkyo
The Hardest Part,Coldplay,spotify:track:4Tw9JYF9HOuPRyccNWMgwf
The Hardest Part,Erasure,spotify:track:4es3w96UXEa3rddKccUW6X
